id,mixing_level,text,sentiment
seed_001_100,100,"The deployment to production went smoothly, with zero issues.",positive
seed_001_30,30,"ה-deployment ל-production עבר חלק, totally בלי תקלות.",positive
seed_001_60,60,"The deployment ל-production was חלק, totally no issues.",positive
seed_057_0,0,אנחנו מריצים בקאפ לדאטהבייס כל לילה.,neutral
seed_057_100,100,We run a backup of the database every night.,neutral
seed_057_30,30,אנחנו מריצים backup ל-database כל night.,neutral
seed_057_60,60,We run a backup ל-the database כל night.,neutral
seed_078_0,0,בוא נעשה סינק קצר לפני הישיבה.,neutral
seed_078_100,100,Let's do a quick sync before the meeting.,neutral
seed_078_30,30,בוא נעשה sync קצר לפני ה-meeting.,neutral
seed_078_60,60,Let's do a quick sync לפני the meeting.,neutral
seed_013_0,0,יש לנו באג קריטי בייצור והמערכת קורסת כל כמה דקות.,negative
seed_013_100,100,We have a critical bug in production and the system is crashing every few minutes.,negative
seed_013_30,30,יש לנו critical bug ב-production וה-system קורסת כל כמה minutes.,negative
seed_013_60,60,We have a critical bug ב-production ו-the system crashes every few minutes.,negative
seed_014_0,0,מצאנו את הבאג אחרי שעתיים חיפוש ותיקנו אותו תוך רבע שעה.,positive
seed_014_100,100,We found the bug after two hours of searching and fixed it within fifteen minutes.,positive
seed_014_30,30,מצאנו את ה-bug אחרי שעתיים search ותיקנו אותו תוך quarter of an hour.,positive
seed_014_60,60,We found the bug אחרי two hours of search ו-fixed it תוך fifteen minutes.,positive
seed_060_0,0,הפייפליין נשבר בגלל שינוי קטן וכל הצוות נתקע בלי יכולת לשחרר קוד.,negative
seed_060_100,100,"The pipeline broke because of a small change and the whole team got stuck, unable to ship code.",negative
seed_060_30,30,ה-pipeline נשבר בגלל small change וכל ה-team נתקע בלי יכולת לשחרר code.,negative
seed_060_60,60,The pipeline broke בגלל a small change ו-the whole team got stuck unable to ship code.,negative
seed_012_0,0,הישיבה בוטלה ברגע האחרון בפעם השלישית החודש.,negative
seed_012_100,100,"The meeting got canceled at the last minute, for the third time this month.",negative
seed_012_30,30,"ה-meeting בוטלה ברגע האחרון, ה-third time החודש.",negative
seed_012_60,60,"The meeting got canceled ברגע last minute, the third time החודש.",negative
seed_044_0,0,הריבייס יצא ממש מסובך ונתקענו איתו כל הבוקר.,negative
seed_044_100,100,The rebase turned out really complicated and we got stuck with it all morning.,negative
seed_044_30,30,ה-rebase יצא really complicated ונתקענו איתו כל ה-morning.,negative
seed_044_60,60,The rebase turned out really complicated ו-we got stuck with it all morning.,negative
seed_100_0,0,הפתרון הזה לא סקיילבילי ויקרוס ברגע שהעומס יגדל.,negative
seed_100_100,100,This solution isn't scalable and it'll collapse the moment the load increases.,negative
seed_100_30,30,ה-solution הזה לא scalable ויקרוס ברגע שה-load יגדל.,negative
seed_100_60,60,This solution isn't scalable ו-it'll collapse the moment the load increases.,negative
seed_101_0,0,זה אוברהד מיותר לתחזק שני מערכות שעושות בדיוק אותו דבר.,negative
seed_101_100,100,It's unnecessary overhead to maintain two systems that do exactly the same thing.,negative
seed_101_30,30,זה unnecessary overhead לתחזק two systems שעושות exactly אותו דבר.,negative
seed_101_60,60,It's unnecessary overhead לmaintain two systems that do exactly the same thing.,negative
seed_104_0,0,קיבלתי בונוס יפה בסוף השנה על התרומה שלי לפרויקט.,positive
seed_104_100,100,I got a nice bonus at the end of the year for my contribution to the project.,positive
seed_104_30,30,קיבלתי bonus יפה בסוף ה-year על ה-contribution שלי ל-project.,positive
seed_104_60,60,I got a nice bonus בסוף the year for my contribution ל-the project.,positive
seed_094_0,0,הקמנו קונטיינר נפרד לכל שירות וזה הקל מאוד על הפריסה.,positive
seed_094_100,100,We set up a separate container for each service and it made deployment much easier.,positive
seed_094_30,30,הקמנו container נפרד לכל service וזה הקל very much על ה-deployment.,positive
seed_094_60,60,We set up a separate container לeach service ו-it made the deployment much easier.,positive
seed_088_0,0,הריליס יצא בזמן ובלי אף באג ידוע.,positive
seed_088_100,100,The release went out on time and without any known bugs.,positive
seed_088_30,30,ה-release יצא on time ובלי אף known bug.,positive
seed_088_60,60,The release went out on time ובלי any known bug.,positive
seed_027_0,0,הקוד ממתין לסקירה כבר יומיים.,negative
seed_027_100,100,The code has been waiting for review for two days already.,negative
seed_027_30,30,ה-code ממתין ל-review כבר two days.,negative
seed_027_60,60,The code has been waiting ל-review כבר two days.,negative
seed_042_0,0,עדכנו את היעדים באמצע הרבעון בעקבות שינוי בעדיפויות.,neutral
seed_042_100,100,We updated the goals mid-quarter following a change in priorities.,neutral
seed_042_30,30,עדכנו את ה-goals באמצע ה-quarter בעקבות change בעדיפויות.,neutral
seed_042_60,60,We updated the goals באמצע the quarter following a change בpriorities.,neutral
seed_089_0,0,עשיתי פיקס מהיר לבאג הקריטי תוך עשר דקות.,positive
seed_089_100,100,I did a quick fix for the critical bug within ten minutes.,positive
seed_089_30,30,עשיתי fix fast ל-critical bug תוך ten minutes.,positive
seed_089_60,60,I did a quick fix ל-the critical bug תוך ten minutes.,positive
seed_096_0,0,הוספנו נוד חדש לקלאסטר וזה פתר את בעיית העומס לגמרי.,positive
seed_096_100,100,We added a new node to the cluster and it totally solved the load issue.,positive
seed_096_30,30,הוספנו node חדש ל-cluster וזה פתר את ה-load issue totally.,positive
seed_096_60,60,We added a new node ל-the cluster ו-it totally solved the load issue.,positive
seed_053_0,0,הוספנו קאש וזמן התגובה של הקליינט ירד דרמטית.,positive
seed_053_100,100,We added a cache and the client's response time dropped dramatically.,positive
seed_053_30,30,הוספנו cache וזמן ה-response של ה-client ירד dramatically.,positive
seed_053_60,60,We added a cache ו-the client's response time dropped dramatically.,positive
seed_066_0,0,אחרי הפיין-טיונינג המודל נתן תשובות הרבה יותר מדויקות.,positive
seed_066_100,100,"After fine-tuning, the model gave answers that were much more accurate.",positive
seed_066_30,30,אחרי ה-fine-tuning ה-model נתן answers הרבה יותר accurate.,positive
seed_066_60,60,After fine-tuning the model gave answers שwere much more accurate.,positive
seed_067_0,0,הפרומפט לא עבד טוב והמודל החזיר תשובות לא רלוונטיות.,negative
seed_067_100,100,The prompt didn't work well and the model returned irrelevant answers.,negative
seed_067_30,30,ה-prompt לא עבד well וה-model החזיר irrelevant answers.,negative
seed_067_60,60,The prompt didn't work well ו-the model returned irrelevant answers.,negative
seed_099_0,0,יש לנו לטנסי גבוהה בבקשות והלקוחות מתלוננים.,negative
seed_099_100,100,We have high latency on requests and customers are complaining.,negative
seed_099_30,30,יש לנו high latency ב-requests וה-customers מתלוננים.,negative
seed_099_60,60,We have high latency ב-requests ו-customers are complaining.,negative
seed_061_0,0,הוספנו מוניטורינג ומטריקות וכל בעיה נתפסת הרבה לפני שהיא מגיעה ללקוחות.,positive
seed_061_100,100,"We added monitoring and metrics and every issue gets caught much earlier, before it reaches customers.",positive
seed_061_30,30,הוספנו monitoring ו-metrics וכל issue נתפסת much earlier לפני שהיא מגיעה ל-customers.,positive
seed_061_60,60,We added monitoring and metrics ו-every issue gets caught much earlier before it reaches customers.,positive
seed_083_0,0,הגרומינג נמשך שעה שלמה על טיקט אחד קטן.,negative
seed_083_100,100,The grooming session went on for a whole hour over one small ticket.,negative
seed_083_30,30,ה-grooming נמשך a whole hour על ticket אחד קטן.,negative
seed_083_60,60,The grooming session went on for a whole hour על one small ticket.,negative
seed_077_0,0,הדדליין הזה לא ריאלי מלכתחילה ולא נספיק.,negative
seed_077_100,100,This deadline is totally unrealistic from the start and we're not going to make it.,negative
seed_077_30,30,ה-deadline הזה totally unrealistic מלכתחילה ולא נספיק.,negative
seed_077_60,60,This deadline is totally unrealistic from the start ו-we're not going to make it.,negative
seed_079_0,0,תן לי אפדייט על הטיקט הזה.,neutral
seed_079_100,100,Give me an update on this ticket.,neutral
seed_079_30,30,תן לי update על ה-ticket הזה.,neutral
seed_079_60,60,Give me an update על this ticket.,neutral
seed_102_0,0,המודל מוגבל למספר טוקנים מסוים בכל בקשה.,neutral
seed_102_100,100,The model is limited to a certain number of tokens per request.,neutral
seed_102_30,30,ה-model מוגבל ל-number של tokens מסוים בכל request.,neutral
seed_102_60,60,The model is limited ל-a certain number of tokens בevery request.,neutral
seed_007_0,0,הישיבה נמשכה שעתיים ולא יצא ממנה שום דבר קונקרטי.,negative
seed_007_100,100,The meeting dragged on for two hours and literally nothing concrete came out of it.,negative
seed_007_30,30,ה-meeting נמשכה שעתיים ו-literally לא יצא ממנה שום דבר concrete.,negative
seed_007_60,60,The meeting נמשכה two hours ו-literally nothing concrete came out of it.,negative
seed_072_0,0,הסקרינינג הראשון היה ממש לא מאורגן ולקח שבועיים לקבל תשובה.,negative
seed_072_100,100,The first screening was really unorganized and it took two weeks to get an answer.,negative
seed_072_30,30,ה-first screening היה really unorganized ולקח two weeks לקבל answer.,negative
seed_072_60,60,The first screening was really unorganized ו-it took two weeks to get an answer.,negative
seed_056_0,0,הוספנו אינדקס לטבלה והקוורי שהיה איטי הפך למהיר פי עשר.,positive
seed_056_100,100,We added an index to the table and the slow query became ten times faster.,positive
seed_056_30,30,הוספנו index ל-table וה-query שהיה slow הפך למהיר פי ten.,positive
seed_056_60,60,We added an index ל-the table ו-the slow query became ten times faster.,positive
seed_051_0,0,האנדפוינט החדש עולה בסוף השבוע.,neutral
seed_051_100,100,The new endpoint is going live at the end of the week.,neutral
seed_051_30,30,ה-new endpoint עולה בסוף ה-week.,neutral
seed_051_60,60,The new endpoint is going live בסוף the week.,neutral
seed_024_0,0,בזכות המנטור הוא כבר הבין את כל הארכיטקטורה תוך שבוע.,positive
seed_024_100,100,"Thanks to the mentor, he already understood the whole architecture within a week.",positive
seed_024_30,30,בזכות ה-mentor הוא כבר הבין את כל ה-architecture תוך week.,positive
seed_024_60,60,Thanks to the mentor he already understood the whole architecture תוך a week.,positive
seed_002_0,0,הדיפלוי קרס באמצע הלילה ונאלצנו לעשות רולבק.,negative
seed_002_100,100,The deployment crashed in the middle of the night and we had to do a rollback.,negative
seed_002_30,30,ה-deployment קרס באמצע הלילה ו-literally נאלצנו לעשות rollback.,negative
seed_002_60,60,The deployment קרס באמצע the night ו-we had to do a rollback.,negative
seed_074_0,0,קיבלתי פרומושן ללבל הבא אחרי שנה של עבודה קשה.,positive
seed_074_100,100,I got a promotion to the next level after a year of hard work.,positive
seed_074_30,30,קיבלתי promotion ל-next level אחרי year של hard work.,positive
seed_074_60,60,I got a promotion to the next level אחרי a year of hard work.,positive
seed_016_0,0,התקלה נפתרה מהר בזכות הצוות שהגיב תוך דקות.,positive
seed_016_100,100,"The issue was resolved fast thanks to the team, which reacted within minutes.",positive
seed_016_30,30,ה-issue נפתרה fast בזכות ה-team שהגיב תוך minutes.,positive
seed_016_60,60,The issue was resolved fast thanks to the team שreacted תוך minutes.,positive
seed_103_0,0,עברנו את מגבלת הטוקנים והבקשה נכשלה.,negative
seed_103_100,100,We went over the token limit and the request failed.,negative
seed_103_30,30,עברנו את ה-token limit וה-request נכשלה.,negative
seed_103_60,60,We went over the token limit ו-the request failed.,negative
seed_018_0,0,זו כבר התקרית השלישית השבוע באותו רכיב בדיוק.,negative
seed_018_100,100,This is already the third incident this week on the exact same component.,negative
seed_018_30,30,זו כבר ה-third incident השבוע באותו component בדיוק.,negative
seed_018_60,60,This is already the third incident השבוע on the exact same component.,negative
seed_005_0,0,הדיפלוי הבא מתוכנן ליום שלישי בבוקר.,neutral
seed_005_100,100,The next deployment is scheduled for Tuesday morning.,neutral
seed_005_30,30,ה-next deployment מתוכנן ליום שלישי בבוקר.,neutral
seed_005_60,60,The next deployment is planned ליום שלישי in the morning.,neutral
seed_029_0,0,ההערות בסקירה עזרו לי לראות בעיה שלא הייתי שם לב אליה.,positive
seed_029_100,100,The comments in the review helped me see an issue I wouldn't have noticed otherwise.,positive
seed_029_30,30,ה-comments ב-review עזרו לי לראות issue שלא הייתי שם לב אליה.,positive
seed_029_60,60,The comments in the review helped me see an issue שI wouldn't have noticed.,positive
seed_008_0,0,הישיבה הפעם הייתה ממוקדת וסיימנו בזמן עם החלטות ברורות.,positive
seed_008_100,100,The meeting this time was focused and we finished on time with clear decisions.,positive
seed_008_30,30,ה-meeting הפעם הייתה focused וסיימנו בזמן עם clear decisions.,positive
seed_008_60,60,The meeting this time was totally focused ו-we finished on time עם clear decisions.,positive
seed_028_0,0,"אף אחד לא בדק את הקוד שלי כבר שבוע, זה תקוע.",negative
seed_028_100,100,"Nobody has checked my code for a week already, it's totally stuck.",negative
seed_028_30,30,"אף אחד לא בדק את ה-code שלי כבר week, זה totally תקוע.",negative
seed_028_60,60,"Nobody checked my code כבר a week, it's totally stuck.",negative
seed_019_0,0,"הקליטה של העובד החדש הלכה ממש חלק, הוא כבר תרם קוד ביום השלישי.",positive
seed_019_100,100,The new employee's onboarding went totally smoothly — he already contributed code by day three.,positive
seed_019_30,30,"ה-onboarding של ה-new employee הלכה totally חלק, הוא כבר contributed code ביום השלישי.",positive
seed_019_60,60,"The onboarding של the new employee went totally smoothly, he already contributed code ביום שלישי.",positive
seed_097_0,0,הסרבר נפל בשעת שיא והמון משתמשים לא הצליחו להתחבר.,negative
seed_097_100,100,The server went down during peak hours and a ton of users couldn't connect.,negative
seed_097_30,30,ה-server נפל בשעת peak והמון users לא הצליחו להתחבר.,negative
seed_097_60,60,The server went down בpeak hours ו-a ton of users couldn't connect.,negative
seed_035_0,0,כל ספרינט אנחנו מתכננים יותר ממה שאנחנו באמת מספיקים.,negative
seed_035_100,100,Every sprint we plan more than what we actually manage to finish.,negative
seed_035_30,30,כל sprint אנחנו מתכננים more ממה שאנחנו really מספיקים.,negative
seed_035_60,60,Every sprint we plan יותר than what אנחנו actually get done.,negative
seed_086_0,0,העליתי את הריפו לגישה של כל הצוות.,neutral
seed_086_100,100,I made the repo accessible to the whole team.,neutral
seed_086_30,30,העליתי את ה-repo ל-access של כל ה-team.,neutral
seed_086_60,60,I uploaded the repo לaccess by the whole team.,neutral
seed_090_0,0,שחררנו פאץ' קטן לתיקון הבעיה מאתמול.,neutral
seed_090_100,100,We released a small patch to fix yesterday's issue.,neutral
seed_090_30,30,שחררנו patch קטן ל-fix ה-issue מאתמול.,neutral
seed_090_60,60,We released a small patch ל-fix yesterday's issue.,neutral
seed_069_0,0,הוספנו שכבת אחזור מידע עם וקטור דאטהבייס והתשובות הפכו הרבה יותר מדויקות.,positive
seed_069_100,100,We added a retrieval layer with a vector database and the answers became much more accurate.,positive
seed_069_30,30,הוספנו retrieval layer עם vector database והתשובות הפכו הרבה יותר accurate.,positive
seed_069_60,60,We added a retrieval layer עם a vector database ו-the answers became much more accurate.,positive
seed_033_0,0,הספרינט הבא מתחיל ביום ראשון ונמשך שבועיים.,neutral
seed_033_100,100,The next sprint starts on Sunday and lasts two weeks.,neutral
seed_033_30,30,ה-next sprint מתחיל ביום ראשון ונמשך two weeks.,neutral
seed_033_60,60,The next sprint starts ביום ראשון and lasts two weeks.,neutral
seed_076_0,0,יש לנו בלוקר שמונע מאיתנו להתקדם כבר יומיים.,negative
seed_076_100,100,We have a blocker that's been preventing us from moving forward for two days already.,negative
seed_076_30,30,יש לנו blocker שמונע מאיתנו להתקדם כבר two days.,negative
seed_076_60,60,We have a blocker שpreventing us from moving forward for two days already.,negative
seed_054_0,0,הדוקר לא עלה על הנוד החדש בגלל בעיית קונפיגורציה.,negative
seed_054_100,100,The docker container didn't come up on the new node due to a configuration issue.,negative
seed_054_30,30,ה-docker לא עלה על ה-new node בגלל configuration issue.,negative
seed_054_60,60,The docker container didn't come up ה-new node due to a configuration issue.,negative
seed_047_0,0,המרג' עבר חלק בלי שום קונפליקט.,positive
seed_047_100,100,The merge went smoothly without any conflict.,positive
seed_047_30,30,ה-merge עבר smoothly בלי שום conflict.,positive
seed_047_60,60,The merge went smoothly בלי any conflict.,positive
seed_017_0,0,אנחנו חוקרים את הסיבה לתקרית מאתמול.,neutral
seed_017_100,100,We're investigating the root cause of yesterday's incident.,neutral
seed_017_30,30,אנחנו investigating את הסיבה ל-incident מאתמול.,neutral
seed_017_60,60,We're investigating את the root cause of yesterday's incident.,neutral
seed_059_0,0,עדכנו את הסכמה בלי לשבור אף שירות קיים.,positive
seed_059_100,100,We updated the schema without breaking any existing service.,positive
seed_059_30,30,עדכנו את ה-schema בלי לשבור אף existing service.,positive
seed_059_60,60,We updated the schema בלי breaking any existing service.,positive
seed_048_0,0,מישהו דחף ישר לברנצ' הראשי בלי לעשות פול ריקווסט.,negative
seed_048_100,100,Someone pushed straight to the main branch without doing a PR.,negative
seed_048_30,30,מישהו pushed ישר ל-main branch בלי לעשות PR.,negative
seed_048_60,60,Someone pushed straight ל-the main branch without doing a PR.,negative
seed_010_0,0,זימנו אותי לעוד ישיבה שיכלה להיות מייל.,negative
seed_010_100,100,They invited me to another meeting that could literally have been an email.,negative
seed_010_30,30,זימנו אותי לעוד meeting שיכלה literally להיות an email.,negative
seed_010_60,60,They invited אותי to another meeting that could literally have been an email.,negative
seed_058_0,0,השאילתה הזאת סורקת את כל הטייבל וזה הורג את הביצועים.,negative
seed_058_100,100,This query scans the whole table and it's totally killing performance.,negative
seed_058_30,30,ה-query הזאת סורקת את כל ה-table וזה totally הורג את ה-performance.,negative
seed_058_60,60,This query scans את the whole table ו-it's totally killing performance.,negative
seed_075_0,0,הפידבק שקיבלתי היה כללי מדי ולא עזר לי להבין מה לשפר.,negative
seed_075_100,100,The feedback I got was too generic and didn't help me understand what to improve.,negative
seed_075_30,30,ה-feedback שקיבלתי היה too generic ולא עזר לי להבין מה לשפר.,negative
seed_075_60,60,The feedback I got was too generic ולא helped me understand what to improve.,negative
seed_036_0,0,אספנו את כל המשימות הפתוחות לספרינט הבא.,neutral
seed_036_100,100,We collected all the open tasks for the next sprint.,neutral
seed_036_30,30,אספנו את כל ה-open tasks ל-next sprint.,neutral
seed_036_60,60,We collected all the open tasks ל-the next sprint.,neutral
seed_038_0,0,לא עמדנו באף אחד מהיעדים הרבעוניים והמנהלים לא מרוצים.,negative
seed_038_100,100,We didn't hit any of the quarterly goals and the managers aren't satisfied.,negative
seed_038_30,30,לא עמדנו באף אחד מה-quarterly goals וה-managers לא satisfied.,negative
seed_038_60,60,We didn't hit any of the quarterly goals ו-the managers aren't satisfied.,negative
seed_003_0,0,עשינו דיפלוי ביום חמישי אחר הצהריים וכולם ידעו שזה ייגמר רע.,negative
seed_003_100,100,We deployed on Thursday afternoon and everyone knew it was going to end badly.,negative
seed_003_30,30,"עשינו deployment ביום חמישי אחה""צ ו-basically כולם ידעו שזה ייגמר רע.",negative
seed_003_60,60,We did a deployment ביום חמישי afternoon ו-everyone totally knew it would end badly.,negative
seed_064_0,0,הטרייס עזר לנו לאתר בדיוק איפה הבקשה נתקעת.,positive
seed_064_100,100,The trace helped us pinpoint exactly where the request gets stuck.,positive
seed_064_30,30,ה-trace עזר לנו לאתר exactly איפה ה-request נתקעת.,positive
seed_064_60,60,The trace helped us לאתר exactly where the request gets stuck.,positive
seed_070_0,0,האייג'נט משתמש בכלים חיצוניים כדי להשלים את המשימה.,neutral
seed_070_100,100,The agent uses external tools to complete the task.,neutral
seed_070_30,30,ה-agent משתמש ב-external tools כדי להשלים את ה-task.,neutral
seed_070_60,60,The agent uses external tools כדי to complete the task.,neutral
seed_055_0,0,המיגרציה נכשלה באמצע והשארנו את הדאטהבייס במצב לא עקבי.,negative
seed_055_100,100,The migration failed halfway through and we left the database in an inconsistent state.,negative
seed_055_30,30,ה-migration נכשלה באמצע והשארנו את ה-database במצב inconsistent.,negative
seed_055_60,60,The migration failed באמצע ו-we left the database in an inconsistent state.,negative
